link	count
https://www.edge-ai-vision.com/2013/8/embedded-vision-insights-august-6-2013-edition	5.1053
https://www.edge-ai-vision.com/2013/8/embedded-vision-insights-august-20-2013-edition	5.1053
https://www.edge-ai-vision.com/2013/9/embedded-vision-insights-september-4-2013-edition	5.1053
https://www.edge-ai-vision.com/2013/9/embedded-vision-insights-september-17-2013-edition	5.1053
https://www.edge-ai-vision.com/2013/9/embedded-vision-insights-september-30-2013-edition	5.1053
https://www.edge-ai-vision.com/2013/10/embedded-vision-insights-october-15-2013-edition	5.1053
https://www.edge-ai-vision.com/2013/10/embedded-vision-insights-october-29-2013-edition	5.1053
https://www.edge-ai-vision.com/2013/11/embedded-vision-insights-november-12-2013-edition	5.1053
https://www.edge-ai-vision.com/2013/12/embedded-vision-insights-december-3-2013-edition	5.1053
https://www.edge-ai-vision.com/2013/12/embedded-vision-insights-december-18-2013-edition	5.1053
https://www.edge-ai-vision.com/2014/1/embedded-vision-insights-january-14-2014-edition	5.1053
https://www.edge-ai-vision.com/2014/1/embedded-vision-insights-january-28-2014-edition	5.1053
https://www.edge-ai-vision.com/2014/2/embedded-vision-insights-february-11-2014-edition	5.1053
https://www.edge-ai-vision.com/2014/2/embedded-vision-insights-february-25-2014-edition	5.1053
https://www.edge-ai-vision.com/2014/3/embedded-vision-insights-march-11-2014-edition	5.1053
https://www.edge-ai-vision.com/2014/3/embedded-vision-insights-march-27-2014-edition	5.1053
https://www.edge-ai-vision.com/2014/4/embedded-vision-insights-april-10-2014-edition	5.1053
https://www.edge-ai-vision.com/2014/4/embedded-vision-insights-april-24-2014-edition	5.1053
https://www.edge-ai-vision.com/2014/5/embedded-vision-insights-may-15-2014-edition	5.1053
https://www.edge-ai-vision.com/2014/6/embedded-vision-insights-june-3-2014-edition	5.1053
https://www.edge-ai-vision.com/2014/6/embedded-vision-insights-june-17-2014-edition	5.1053
https://www.edge-ai-vision.com/2014/7/embedded-vision-insights-july-1-2014-edition	5.1053
https://www.edge-ai-vision.com/2014/7/embedded-vision-insights-july-15-2014-edition	5.1053
https://www.edge-ai-vision.com/2014/7/embedded-vision-insights-july-31-2014-edition	5.1053
https://www.edge-ai-vision.com/2014/8/embedded-vision-insights-august-12-2014-edition	5.1053
https://www.edge-ai-vision.com/2014/8/embedded-vision-insights-august-28-2014-edition	5.1053
https://www.edge-ai-vision.com/2014/9/embedded-vision-insights-september-9-2014-edition	5.1053
https://www.edge-ai-vision.com/2014/9/embedded-vision-insights-september-23-2014-edition	5.1053
https://www.edge-ai-vision.com/2014/10/embedded-vision-insights-october-7-2014-edition	5.1053
https://www.edge-ai-vision.com/2017/2/energy-efficient-processors-are-critical-for-embedded-vision	2.3684
https://www.edge-ai-vision.com/2014/10/embedded-vision-insights-october-21-2014-edition	5.1053
https://www.edge-ai-vision.com/2014/11/embedded-vision-insights-november-5-2014-edition	5.1053
https://www.edge-ai-vision.com/2014/12/embedded-vision-insights-december-2-2014-edition	5.1053
https://www.edge-ai-vision.com/2014/12/embedded-vision-insights-december-16-2014-edition	5.1053
https://www.edge-ai-vision.com/2015/1/embedded-vision-insights-january-13-2015-edition	5.1053
https://www.edge-ai-vision.com/2015/1/embedded-vision-insights-january-27-2015-edition	5.1053
https://www.edge-ai-vision.com/2015/2/embedded-vision-insights-february-10-2015-edition	5.1053
https://www.edge-ai-vision.com/2015/2/embedded-vision-insights-february-24-2015-edition	5.1053
https://www.edge-ai-vision.com/2015/3/embedded-vision-insights-march-10-2015-edition	5.1053
https://www.edge-ai-vision.com/2015/3/embedded-vision-insights-march-24-2015-edition	5.1053
https://www.edge-ai-vision.com/2015/4/embedded-vision-insights-april-9-2015-edition	5.1053
https://www.edge-ai-vision.com/2015/4/embedded-vision-insights-april-23-2015-edition	5.1053
https://www.edge-ai-vision.com/2015/3/embedded-vision-insights-march-24-2015-edition-3	5.1053
https://www.edge-ai-vision.com/2015/4/embedded-vision-insights-april-9-2015-edition-3	5.1053
https://www.edge-ai-vision.com/2015/4/embedded-vision-insights-april-23-2015-edition-3	5.1053
https://www.edge-ai-vision.com/2015/6/embedded-vision-insights-june-2-2015-edition	5.1053
https://www.edge-ai-vision.com/2015/6/embedded-vision-insights-june-18-2015-edition	5.1053
https://www.edge-ai-vision.com/2015/7/embedded-vision-insights-july-2-2015-edition	5.1053
https://www.edge-ai-vision.com/2015/7/embedded-vision-insights-july-14-2015-edition	5.1053
https://www.edge-ai-vision.com/2015/7/embedded-vision-insights-july-28-2015-edition	5.1053
https://www.edge-ai-vision.com/2015/8/embedded-vision-insights-august-25-2015-edition	5.1053
https://www.edge-ai-vision.com/2015/9/embedded-vision-insights-september-10-2015-edition	5.1053
https://www.edge-ai-vision.com/2015/9/embedded-vision-insights-september-22-2015-edition	5.1053
https://www.edge-ai-vision.com/2015/10/embedded-vision-insights-october-6-2015-edition	5.1053
https://www.edge-ai-vision.com/2015/10/embedded-vision-insights-october-27-2015-edition	5.1053
https://www.edge-ai-vision.com/2015/11/embedded-vision-insights-november-10-2015-edition	5.1053
https://www.edge-ai-vision.com/2015/12/embedded-vision-insights-december-10-2015-edition	5.1053
https://www.edge-ai-vision.com/2016/1/embedded-vision-insights-january-5-2016-edition	5.1053
https://www.edge-ai-vision.com/2016/1/embedded-vision-insights-january-19-2016-edition	5.1053
https://www.edge-ai-vision.com/2016/2/embedded-vision-insights-february-2-2016-edition	5.1053
https://www.edge-ai-vision.com/2016/2/embedded-vision-insights-february-18-2016-edition	5.1053
https://www.edge-ai-vision.com/2016/3/embedded-vision-insights-march-1-2016-edition	5.1053
https://www.edge-ai-vision.com/2016/3/embedded-vision-insights-march-15-2016-edition	3.7368
https://www.edge-ai-vision.com/2016/3/embedded-vision-insights-march-29-2016-edition	3.7368
https://www.edge-ai-vision.com/2016/4/embedded-vision-insights-april-26-2016-edition	3.7368
https://www.edge-ai-vision.com/2016/5/embedded-vision-insights-may-24-2016-edition	3.7368
https://www.edge-ai-vision.com/2016/6/embedded-vision-insights-june-7-2016-edition	3.7368
https://www.edge-ai-vision.com/2016/6/embedded-vision-insights-june-21-2016-edition	3.7368
https://www.edge-ai-vision.com/2016/7/embedded-vision-insights-july-7-2016-edition	3.7368
https://www.edge-ai-vision.com/2016/7/embedded-vision-insights-july-19-2016-edition	3.7368
https://www.edge-ai-vision.com/2016/8/embedded-vision-insights-august-2-2016-edition	3.7368
https://www.edge-ai-vision.com/2016/8/embedded-vision-insights-august-16-2016-edition	3.7368
https://www.edge-ai-vision.com/2016/8/embedded-vision-insights-august-30-2016-edition	3.7368
https://www.edge-ai-vision.com/2016/9/embedded-vision-insights-september-13-2016-edition	3.7368
https://www.edge-ai-vision.com/2016/9/embedded-vision-insights-september-27-2016-edition	3.7368
https://www.edge-ai-vision.com/2016/10/embedded-vision-insights-october-13-2016-edition	3.7368
https://www.edge-ai-vision.com/2016/10/embedded-vision-insights-october-25-2016-edition	3.7368
https://www.edge-ai-vision.com/2016/11/embedded-vision-insights-november-8-2016-edition	3.7368
https://www.edge-ai-vision.com/2016/11/embedded-vision-insights-november-29-2016-edition	3.7368
https://www.edge-ai-vision.com/2012/2/newsletter	1.0000
https://www.edge-ai-vision.com/2020/1/case-studies	1.0000
